id,ts,kind,value,ok
11330,2024-01-20 05:26:50,purchase,222.7,0
11331,2024-01-20 05:27:27,signup,301.89,1
11332,2024-01-20 05:28:04,click,381.08,0
11333,2024-01-20 05:28:41,view,460.27,1
11334,2024-01-20 05:29:18,purchase,539.46,0
11335,2024-01-20 05:29:55,signup,618.65,1
11336,2024-01-20 05:30:32,click,697.84,0
11337,2024-01-20 05:31:09,view,777.03,1
11338,2024-01-20 05:31:46,purchase,856.22,0
11339,2024-01-20 05:32:23,signup,935.41,1
11340,2024-01-20 05:33:00,click,14.6,0
11341,2024-01-20 05:33:37,view,93.79,1
11342,2024-01-20 05:34:14,purchase,172.98,0
11343,2024-01-20 05:34:51,signup,252.17,1
11344,2024-01-20 05:35:28,click,331.36,0
11345,2024-01-20 05:36:05,view,410.55,1
11346,2024-01-20 05:36:42,purchase,489.74,0
11347,2024-01-20 05:37:19,signup,568.93,1
11348,2024-01-20 05:37:56,click,648.12,0
11349,2024-01-20 05:38:33,view,727.31,1
11350,2024-01-20 05:39:10,purchase,806.5,0
11351,2024-01-20 05:39:47,signup,885.69,1
11352,2024-01-20 05:40:24,click,964.88,0
11353,2024-01-20 05:41:01,view,44.07,1
11354,2024-01-20 05:41:38,purchase,123.26,0
11355,2024-01-20 05:42:15,signup,202.45,1
11356,2024-01-20 05:42:52,click,281.64,0
11357,2024-01-20 05:43:29,view,360.83,1
11358,2024-01-20 05:44:06,purchase,440.02,0
11359,2024-01-20 05:44:43,signup,519.21,1
11360,2024-01-20 05:45:20,click,598.4,0
11361,2024-01-20 05:45:57,view,677.59,1
11362,2024-01-20 05:46:34,purchase,756.78,0
11363,2024-01-20 05:47:11,signup,835.97,1
11364,2024-01-20 05:47:48,click,915.16,0
11365,2024-01-20 05:48:25,view,994.35,1
11366,2024-01-20 05:49:02,purchase,73.54,0
11367,2024-01-20 05:49:39,signup,152.73,1
11368,2024-01-20 05:50:16,click,231.92,0
11369,2024-01-20 05:50:53,view,311.11,1
11370,2024-01-20 05:51:30,purchase,390.3,0
11371,2024-01-20 05:52:07,signup,469.49,1
11372,2024-01-20 05:52:44,click,548.68,0
11373,2024-01-20 05:53:21,view,627.87,1
11374,2024-01-20 05:53:58,purchase,707.06,0
11375,2024-01-20 05:54:35,signup,786.25,1
11376,2024-01-20 05:55:12,click,865.44,0
11377,2024-01-20 05:55:49,view,944.63,1
11378,2024-01-20 05:56:26,purchase,23.82,0
11379,2024-01-20 05:57:03,signup,103.01,1
11380,2024-01-20 05:57:40,click,182.2,0
11381,2024-01-20 05:58:17,view,261.39,1
11382,2024-01-20 05:58:54,purchase,340.58,0
11383,2024-01-20 05:59:31,signup,419.77,1
11384,2024-01-20 06:00:08,click,498.96,0
11385,2024-01-20 06:00:45,view,578.15,1
11386,2024-01-20 06:01:22,purchase,657.34,0
11387,2024-01-20 06:01:59,signup,736.53,1
11388,2024-01-20 06:02:36,click,815.72,0
11389,2024-01-20 06:03:13,view,894.91,1
11390,2024-01-20 06:03:50,purchase,974.1,0
11391,2024-01-20 06:04:27,signup,53.29,1
11392,2024-01-20 06:05:04,click,132.48,0
11393,2024-01-20 06:05:41,view,211.67,1
11394,2024-01-20 06:06:18,purchase,290.86,0
11395,2024-01-20 06:06:55,signup,370.05,1
11396,2024-01-20 06:07:32,click,449.24,0
11397,2024-01-20 06:08:09,view,528.43,1
11398,2024-01-20 06:08:46,purchase,607.62,0
11399,2024-01-20 06:09:23,signup,686.81,1
11400,2024-01-20 06:10:00,click,766,0
11401,2024-01-20 06:10:37,view,845.19,1
11402,2024-01-20 06:11:14,purchase,924.38,0
11403,2024-01-20 06:11:51,signup,3.57,1
11404,2024-01-20 06:12:28,click,82.76,0
11405,2024-01-20 06:13:05,view,161.95,1
11406,2024-01-20 06:13:42,purchase,241.14,0
11407,2024-01-20 06:14:19,signup,320.33,1
11408,2024-01-20 06:14:56,click,399.52,0
11409,2024-01-20 06:15:33,view,478.71,1
11410,2024-01-20 06:16:10,purchase,557.9,0
11411,2024-01-20 06:16:47,signup,637.09,1
11412,2024-01-20 06:17:24,click,716.28,0
11413,2024-01-20 06:18:01,view,795.47,1
11414,2024-01-20 06:18:38,purchase,874.66,0
11415,2024-01-20 06:19:15,signup,953.85,1
11416,2024-01-20 06:19:52,click,33.04,0
11417,2024-01-20 06:20:29,view,112.23,1
11418,2024-01-20 06:21:06,purchase,191.42,0
11419,2024-01-20 06:21:43,signup,270.61,1
11420,2024-01-20 06:22:20,click,349.8,0
11421,2024-01-20 06:22:57,view,428.99,1
11422,2024-01-20 06:23:34,purchase,508.18,0
11423,2024-01-20 06:24:11,signup,587.37,1
11424,2024-01-20 06:24:48,click,666.56,0
11425,2024-01-20 06:25:25,view,745.75,1
11426,2024-01-20 06:26:02,purchase,824.94,0
11427,2024-01-20 06:26:39,signup,904.13,1
11428,2024-01-20 06:27:16,click,983.32,0
11429,2024-01-20 06:27:53,view,62.51,1
11430,2024-01-20 06:28:30,purchase,141.7,0
11431,2024-01-20 06:29:07,signup,220.89,1
11432,2024-01-20 06:29:44,click,300.08,0
11433,2024-01-20 06:30:21,view,379.27,1
11434,2024-01-20 06:30:58,purchase,458.46,0
11435,2024-01-20 06:31:35,signup,537.65,1
11436,2024-01-20 06:32:12,click,616.84,0
11437,2024-01-20 06:32:49,view,696.03,1
11438,2024-01-20 06:33:26,purchase,775.22,0
11439,2024-01-20 06:34:03,signup,854.41,1
11440,2024-01-20 06:34:40,click,933.6,0
11441,2024-01-20 06:35:17,view,12.79,1
11442,2024-01-20 06:35:54,purchase,91.98,0
11443,2024-01-20 06:36:31,signup,171.17,1
11444,2024-01-20 06:37:08,click,250.36,0
11445,2024-01-20 06:37:45,view,329.55,1
11446,2024-01-20 06:38:22,purchase,408.74,0
11447,2024-01-20 06:38:59,signup,487.93,1
11448,2024-01-20 06:39:36,click,567.12,0
11449,2024-01-20 06:40:13,view,646.31,1
11450,2024-01-20 06:40:50,purchase,725.5,0
11451,2024-01-20 06:41:27,signup,804.69,1
11452,2024-01-20 06:42:04,click,883.88,0
11453,2024-01-20 06:42:41,view,963.07,1
11454,2024-01-20 06:43:18,purchase,42.26,0
11455,2024-01-20 06:43:55,signup,121.45,1
11456,2024-01-20 06:44:32,click,200.64,0
11457,2024-01-20 06:45:09,view,279.83,1
11458,2024-01-20 06:45:46,purchase,359.02,0
11459,2024-01-20 06:46:23,signup,438.21,1
11460,2024-01-20 06:47:00,click,517.4,0
11461,2024-01-20 06:47:37,view,596.59,1
11462,2024-01-20 06:48:14,purchase,675.78,0
11463,2024-01-20 06:48:51,signup,754.97,1
11464,2024-01-20 06:49:28,click,834.16,0
11465,2024-01-20 06:50:05,view,913.35,1
11466,2024-01-20 06:50:42,purchase,992.54,0
11467,2024-01-20 06:51:19,signup,71.73,1
11468,2024-01-20 06:51:56,click,150.92,0
11469,2024-01-20 06:52:33,view,230.11,1
11470,2024-01-20 06:53:10,purchase,309.3,0
11471,2024-01-20 06:53:47,signup,388.49,1
11472,2024-01-20 06:54:24,click,467.68,0
11473,2024-01-20 06:55:01,view,546.87,1
11474,2024-01-20 06:55:38,purchase,626.06,0
11475,2024-01-20 06:56:15,signup,705.25,1
11476,2024-01-20 06:56:52,click,784.44,0
11477,2024-01-20 06:57:29,view,863.63,1
11478,2024-01-20 06:58:06,purchase,942.82,0
11479,2024-01-20 06:58:43,signup,22.01,1
11480,2024-01-20 06:59:20,click,101.2,0
11481,2024-01-20 06:59:57,view,180.39,1
11482,2024-01-20 07:00:34,purchase,259.58,0
11483,2024-01-20 07:01:11,signup,338.77,1
11484,2024-01-20 07:01:48,click,417.96,0
11485,2024-01-20 07:02:25,view,497.15,1
11486,2024-01-20 07:03:02,purchase,576.34,0
11487,2024-01-20 07:03:39,signup,655.53,1
11488,2024-01-20 07:04:16,click,734.72,0
11489,2024-01-20 07:04:53,view,813.91,1
11490,2024-01-20 07:05:30,purchase,893.1,0
11491,2024-01-20 07:06:07,signup,972.29,1
11492,2024-01-20 07:06:44,click,51.48,0
11493,2024-01-20 07:07:21,view,130.67,1
11494,2024-01-20 07:07:58,purchase,209.86,0
11495,2024-01-20 07:08:35,signup,289.05,1
11496,2024-01-20 07:09:12,click,368.24,0
11497,2024-01-20 07:09:49,view,447.43,1
11498,2024-01-20 07:10:26,purchase,526.62,0
11499,2024-01-20 07:11:03,signup,605.81,1
11500,2024-01-20 07:11:40,click,685,0
11501,2024-01-20 07:12:17,view,764.19,1
11502,2024-01-20 07:12:54,purchase,843.38,0
11503,2024-01-20 07:13:31,signup,922.57,1
11504,2024-01-20 07:14:08,click,1.76,0
11505,2024-01-20 07:14:45,view,80.95,1
11506,2024-01-20 07:15:22,purchase,160.14,0
11507,2024-01-20 07:15:59,signup,239.33,1
11508,2024-01-20 07:16:36,click,318.52,0
11509,2024-01-20 07:17:13,view,397.71,1
11510,2024-01-20 07:17:50,purchase,476.9,0
11511,2024-01-20 07:18:27,signup,556.09,1
11512,2024-01-20 07:19:04,click,635.28,0
11513,2024-01-20 07:19:41,view,714.47,1
11514,2024-01-20 07:20:18,purchase,793.66,0
11515,2024-01-20 07:20:55,signup,872.85,1
11516,2024-01-20 07:21:32,click,952.04,0
11517,2024-01-20 07:22:09,view,31.23,1
11518,2024-01-20 07:22:46,purchase,110.42,0
11519,2024-01-20 07:23:23,signup,189.61,1
11520,2024-01-20 07:24:00,click,268.8,0
11521,2024-01-20 07:24:37,view,347.99,1
11522,2024-01-20 07:25:14,purchase,427.18,0
11523,2024-01-20 07:25:51,signup,506.37,1
11524,2024-01-20 07:26:28,click,585.56,0
11525,2024-01-20 07:27:05,view,664.75,1
11526,2024-01-20 07:27:42,purchase,743.94,0
11527,2024-01-20 07:28:19,signup,823.13,1
11528,2024-01-20 07:28:56,click,902.32,0
11529,2024-01-20 07:29:33,view,981.51,1
11530,2024-01-20 07:30:10,purchase,60.7,0
11531,2024-01-20 07:30:47,signup,139.89,1
11532,2024-01-20 07:31:24,click,219.08,0
11533,2024-01-20 07:32:01,view,298.27,1
11534,2024-01-20 07:32:38,purchase,377.46,0
11535,2024-01-20 07:33:15,signup,456.65,1
11536,2024-01-20 07:33:52,click,535.84,0
11537,2024-01-20 07:34:29,view,615.03,1
11538,2024-01-20 07:35:06,purchase,694.22,0
11539,2024-01-20 07:35:43,signup,773.41,1
11540,2024-01-20 07:36:20,click,852.6,0
11541,2024-01-20 07:36:57,view,931.79,1
11542,2024-01-20 07:37:34,purchase,10.98,0
11543,2024-01-20 07:38:11,signup,90.17,1
11544,2024-01-20 07:38:48,click,169.36,0
11545,2024-01-20 07:39:25,view,248.55,1
11546,2024-01-20 07:40:02,purchase,327.74,0
11547,2024-01-20 07:40:39,signup,406.93,1
11548,2024-01-20 07:41:16,click,486.12,0
11549,2024-01-20 07:41:53,view,565.31,1
11550,2024-01-20 07:42:30,purchase,644.5,0
11551,2024-01-20 07:43:07,signup,723.69,1
11552,2024-01-20 07:43:44,click,802.88,0
11553,2024-01-20 07:44:21,view,882.07,1
11554,2024-01-20 07:44:58,purchase,961.26,0
11555,2024-01-20 07:45:35,signup,40.45,1
11556,2024-01-20 07:46:12,click,119.64,0
11557,2024-01-20 07:46:49,view,198.83,1
11558,2024-01-20 07:47:26,purchase,278.02,0
11559,2024-01-20 07:48:03,signup,357.21,1
11560,2024-01-20 07:48:40,click,436.4,0
11561,2024-01-20 07:49:17,view,515.59,1
11562,2024-01-20 07:49:54,purchase,594.78,0
11563,2024-01-20 07:50:31,signup,673.97,1
11564,2024-01-20 07:51:08,click,753.16,0
11565,2024-01-20 07:51:45,view,832.35,1
11566,2024-01-20 07:52:22,purchase,911.54,0
11567,2024-01-20 07:52:59,signup,990.73,1
11568,2024-01-20 07:53:36,click,69.92,0
11569,2024-01-20 07:54:13,view,149.11,1
11570,2024-01-20 07:54:50,purchase,228.3,0
11571,2024-01-20 07:55:27,signup,307.49,1
11572,2024-01-20 07:56:04,click,386.68,0
11573,2024-01-20 07:56:41,view,465.87,1
11574,2024-01-20 07:57:18,purchase,545.06,0
11575,2024-01-20 07:57:55,signup,624.25,1
11576,2024-01-20 07:58:32,click,703.44,0
11577,2024-01-20 07:59:09,view,782.63,1
11578,2024-01-20 07:59:46,purchase,861.82,0
11579,2024-01-20 08:00:23,signup,941.01,1
11580,2024-01-20 08:01:00,click,20.2,0
11581,2024-01-20 08:01:37,view,99.39,1
11582,2024-01-20 08:02:14,purchase,178.58,0
11583,2024-01-20 08:02:51,signup,257.77,1
11584,2024-01-20 08:03:28,click,336.96,0
11585,2024-01-20 08:04:05,view,416.15,1
11586,2024-01-20 08:04:42,purchase,495.34,0
11587,2024-01-20 08:05:19,signup,574.53,1
11588,2024-01-20 08:05:56,click,653.72,0
11589,2024-01-20 08:06:33,view,732.91,1
11590,2024-01-20 08:07:10,purchase,812.1,0
11591,2024-01-20 08:07:47,signup,891.29,1
11592,2024-01-20 08:08:24,click,970.48,0
11593,2024-01-20 08:09:01,view,49.67,1
11594,2024-01-20 08:09:38,purchase,128.86,0
11595,2024-01-20 08:10:15,signup,208.05,1
11596,2024-01-20 08:10:52,click,287.24,0
11597,2024-01-20 08:11:29,view,366.43,1
11598,2024-01-20 08:12:06,purchase,445.62,0
11599,2024-01-20 08:12:43,signup,524.81,1
11600,2024-01-20 08:13:20,click,604,0
11601,2024-01-20 08:13:57,view,683.19,1
11602,2024-01-20 08:14:34,purchase,762.38,0
11603,2024-01-20 08:15:11,signup,841.57,1
11604,2024-01-20 08:15:48,click,920.76,0
11605,2024-01-20 08:16:25,view,999.95,1
11606,2024-01-20 08:17:02,purchase,79.14,0
11607,2024-01-20 08:17:39,signup,158.33,1
11608,2024-01-20 08:18:16,click,237.52,0
11609,2024-01-20 08:18:53,view,316.71,1
11610,2024-01-20 08:19:30,purchase,395.9,0
11611,2024-01-20 08:20:07,signup,475.09,1
11612,2024-01-20 08:20:44,click,554.28,0
11613,2024-01-20 08:21:21,view,633.47,1
11614,2024-01-20 08:21:58,purchase,712.66,0
11615,2024-01-20 08:22:35,signup,791.85,1
11616,2024-01-20 08:23:12,click,871.04,0
11617,2024-01-20 08:23:49,view,950.23,1
11618,2024-01-20 08:24:26,purchase,29.42,0
11619,2024-01-20 08:25:03,signup,108.61,1
11620,2024-01-20 08:25:40,click,187.8,0
11621,2024-01-20 08:26:17,view,266.99,1
11622,2024-01-20 08:26:54,purchase,346.18,0
11623,2024-01-20 08:27:31,signup,425.37,1
11624,2024-01-20 08:28:08,click,504.56,0
11625,2024-01-20 08:28:45,view,583.75,1
11626,2024-01-20 08:29:22,purchase,662.94,0
11627,2024-01-20 08:29:59,signup,742.13,1
11628,2024-01-20 08:30:36,click,821.32,0
11629,2024-01-20 08:31:13,view,900.51,1
11630,2024-01-20 08:31:50,purchase,979.7,0
11631,2024-01-20 08:32:27,signup,58.89,1
11632,2024-01-20 08:33:04,click,138.08,0
11633,2024-01-20 08:33:41,view,217.27,1
11634,2024-01-20 08:34:18,purchase,296.46,0
11635,2024-01-20 08:34:55,signup,375.65,1
11636,2024-01-20 08:35:32,click,454.84,0
11637,2024-01-20 08:36:09,view,534.03,1
11638,2024-01-20 08:36:46,purchase,613.22,0
11639,2024-01-20 08:37:23,signup,692.41,1
11640,2024-01-20 08:38:00,click,771.6,0
11641,2024-01-20 08:38:37,view,850.79,1
11642,2024-01-20 08:39:14,purchase,929.98,0
11643,2024-01-20 08:39:51,signup,9.17,1
11644,2024-01-20 08:40:28,click,88.36,0
11645,2024-01-20 08:41:05,view,167.55,1
11646,2024-01-20 08:41:42,purchase,246.74,0
11647,2024-01-20 08:42:19,signup,325.93,1
11648,2024-01-20 08:42:56,click,405.12,0
11649,2024-01-20 08:43:33,view,484.31,1
11650,2024-01-20 08:44:10,purchase,563.5,0
11651,2024-01-20 08:44:47,signup,642.69,1
11652,2024-01-20 08:45:24,click,721.88,0
11653,2024-01-20 08:46:01,view,801.07,1
11654,2024-01-20 08:46:38,purchase,880.26,0
11655,2024-01-20 08:47:15,signup,959.45,1
11656,2024-01-20 08:47:52,click,38.64,0
11657,2024-01-20 08:48:29,view,117.83,1
11658,2024-01-20 08:49:06,purchase,197.02,0
11659,2024-01-20 08:49:43,signup,276.21,1
11660,2024-01-20 08:50:20,click,355.4,0
11661,2024-01-20 08:50:57,view,434.59,1
11662,2024-01-20 08:51:34,purchase,513.78,0
11663,2024-01-20 08:52:11,signup,592.97,1
11664,2024-01-20 08:52:48,click,672.16,0
11665,2024-01-20 08:53:25,view,751.35,1
11666,2024-01-20 08:54:02,purchase,830.54,0
11667,2024-01-20 08:54:39,signup,909.73,1
11668,2024-01-20 08:55:16,click,988.92,0
11669,2024-01-20 08:55:53,view,68.11,1
11670,2024-01-20 08:56:30,purchase,147.3,0
11671,2024-01-20 08:57:07,signup,226.49,1
11672,2024-01-20 08:57:44,click,305.68,0
11673,2024-01-20 08:58:21,view,384.87,1
11674,2024-01-20 08:58:58,purchase,464.06,0
11675,2024-01-20 08:59:35,signup,543.25,1
11676,2024-01-20 09:00:12,click,622.44,0
11677,2024-01-20 09:00:49,view,701.63,1
11678,2024-01-20 09:01:26,purchase,780.82,0
11679,2024-01-20 09:02:03,signup,860.01,1
11680,2024-01-20 09:02:40,click,939.2,0
11681,2024-01-20 09:03:17,view,18.39,1
11682,2024-01-20 09:03:54,purchase,97.58,0
11683,2024-01-20 09:04:31,signup,176.77,1
11684,2024-01-20 09:05:08,click,255.96,0
11685,2024-01-20 09:05:45,view,335.15,1
11686,2024-01-20 09:06:22,purchase,414.34,0
11687,2024-01-20 09:06:59,signup,493.53,1
11688,2024-01-20 09:07:36,click,572.72,0
11689,2024-01-20 09:08:13,view,651.91,1
11690,2024-01-20 09:08:50,purchase,731.1,0
11691,2024-01-20 09:09:27,signup,810.29,1
11692,2024-01-20 09:10:04,click,889.48,0
11693,2024-01-20 09:10:41,view,968.67,1
11694,2024-01-20 09:11:18,purchase,47.86,0
11695,2024-01-20 09:11:55,signup,127.05,1
11696,2024-01-20 09:12:32,click,206.24,0
11697,2024-01-20 09:13:09,view,285.43,1
11698,2024-01-20 09:13:46,purchase,364.62,0
11699,2024-01-20 09:14:23,signup,443.81,1
11700,2024-01-20 09:15:00,click,523,0
11701,2024-01-20 09:15:37,view,602.19,1
11702,2024-01-20 09:16:14,purchase,681.38,0
11703,2024-01-20 09:16:51,signup,760.57,1
11704,2024-01-20 09:17:28,click,839.76,0
11705,2024-01-20 09:18:05,view,918.95,1
11706,2024-01-20 09:18:42,purchase,998.14,0
11707,2024-01-20 09:19:19,signup,77.33,1
11708,2024-01-20 09:19:56,click,156.52,0
11709,2024-01-20 09:20:33,view,235.71,1
11710,2024-01-20 09:21:10,purchase,314.9,0
11711,2024-01-20 09:21:47,signup,394.09,1
11712,2024-01-20 09:22:24,click,473.28,0
11713,2024-01-20 09:23:01,view,552.47,1
11714,2024-01-20 09:23:38,purchase,631.66,0
11715,2024-01-20 09:24:15,signup,710.85,1
11716,2024-01-20 09:24:52,click,790.04,0
11717,2024-01-20 09:25:29,view,869.23,1
11718,2024-01-20 09:26:06,purchase,948.42,0
11719,2024-01-20 09:26:43,signup,27.61,1
11720,2024-01-20 09:27:20,click,106.8,0
11721,2024-01-20 09:27:57,view,185.99,1
11722,2024-01-20 09:28:34,purchase,265.18,0
11723,2024-01-20 09:29:11,signup,344.37,1
11724,2024-01-20 09:29:48,click,423.56,0
11725,2024-01-20 09:30:25,view,502.75,1
11726,2024-01-20 09:31:02,purchase,581.94,0
11727,2024-01-20 09:31:39,signup,661.13,1
11728,2024-01-20 09:32:16,click,740.32,0
11729,2024-01-20 09:32:53,view,819.51,1
11730,2024-01-20 09:33:30,purchase,898.7,0
11731,2024-01-20 09:34:07,signup,977.89,1
11732,2024-01-20 09:34:44,click,57.08,0
11733,2024-01-20 09:35:21,view,136.27,1
11734,2024-01-20 09:35:58,purchase,215.46,0
11735,2024-01-20 09:36:35,signup,294.65,1
11736,2024-01-20 09:37:12,click,373.84,0
11737,2024-01-20 09:37:49,view,453.03,1
11738,2024-01-20 09:38:26,purchase,532.22,0
11739,2024-01-20 09:39:03,signup,611.41,1
11740,2024-01-20 09:39:40,click,690.6,0
11741,2024-01-20 09:40:17,view,769.79,1
11742,2024-01-20 09:40:54,purchase,848.98,0
11743,2024-01-20 09:41:31,signup,928.17,1
11744,2024-01-20 09:42:08,click,7.36,0
11745,2024-01-20 09:42:45,view,86.55,1
11746,2024-01-20 09:43:22,purchase,165.74,0
11747,2024-01-20 09:43:59,signup,244.93,1
11748,2024-01-20 09:44:36,click,324.12,0
11749,2024-01-20 09:45:13,view,403.31,1
11750,2024-01-20 09:45:50,purchase,482.5,0
11751,2024-01-20 09:46:27,signup,561.69,1
11752,2024-01-20 09:47:04,click,640.88,0
11753,2024-01-20 09:47:41,view,720.07,1
11754,2024-01-20 09:48:18,purchase,799.26,0
11755,2024-01-20 09:48:55,signup,878.45,1
11756,2024-01-20 09:49:32,click,957.64,0
11757,2024-01-20 09:50:09,view,36.83,1
11758,2024-01-20 09:50:46,purchase,116.02,0
11759,2024-01-20 09:51:23,signup,195.21,1
11760,2024-01-20 09:52:00,click,274.4,0
11761,2024-01-20 09:52:37,view,353.59,1
11762,2024-01-20 09:53:14,purchase,432.78,0
11763,2024-01-20 09:53:51,signup,511.97,1
11764,2024-01-20 09:54:28,click,591.16,0
11765,2024-01-20 09:55:05,view,670.35,1
11766,2024-01-20 09:55:42,purchase,749.54,0
11767,2024-01-20 09:56:19,signup,828.73,1
11768,2024-01-20 09:56:56,click,907.92,0
11769,2024-01-20 09:57:33,view,987.11,1
11770,2024-01-20 09:58:10,purchase,66.3,0
11771,2024-01-20 09:58:47,signup,145.49,1
11772,2024-01-20 09:59:24,click,224.68,0
11773,2024-01-20 10:00:01,view,303.87,1
11774,2024-01-20 10:00:38,purchase,383.06,0
11775,2024-01-20 10:01:15,signup,462.25,1
11776,2024-01-20 10:01:52,click,541.44,0
11777,2024-01-20 10:02:29,view,620.63,1
11778,2024-01-20 10:03:06,purchase,699.82,0
11779,2024-01-20 10:03:43,signup,779.01,1
11780,2024-01-20 10:04:20,click,858.2,0
11781,2024-01-20 10:04:57,view,937.39,1
11782,2024-01-20 10:05:34,purchase,16.58,0
11783,2024-01-20 10:06:11,signup,95.77,1
11784,2024-01-20 10:06:48,click,174.96,0
11785,2024-01-20 10:07:25,view,254.15,1
11786,2024-01-20 10:08:02,purchase,333.34,0
11787,2024-01-20 10:08:39,signup,412.53,1
11788,2024-01-20 10:09:16,click,491.72,0
11789,2024-01-20 10:09:53,view,570.91,1
11790,2024-01-20 10:10:30,purchase,650.1,0
11791,2024-01-20 10:11:07,signup,729.29,1
11792,2024-01-20 10:11:44,click,808.48,0
11793,2024-01-20 10:12:21,view,887.67,1
11794,2024-01-20 10:12:58,purchase,966.86,0
11795,2024-01-20 10:13:35,signup,46.05,1
11796,2024-01-20 10:14:12,click,125.24,0
11797,2024-01-20 10:14:49,view,204.43,1
11798,2024-01-20 10:15:26,purchase,283.62,0
11799,2024-01-20 10:16:03,signup,362.81,1
11800,2024-01-20 10:16:40,click,442,0
11801,2024-01-20 10:17:17,view,521.19,1
11802,2024-01-20 10:17:54,purchase,600.38,0
11803,2024-01-20 10:18:31,signup,679.57,1
11804,2024-01-20 10:19:08,click,758.76,0
11805,2024-01-20 10:19:45,view,837.95,1
11806,2024-01-20 10:20:22,purchase,917.14,0
11807,2024-01-20 10:20:59,signup,996.33,1
11808,2024-01-20 10:21:36,click,75.52,0
11809,2024-01-20 10:22:13,view,154.71,1
11810,2024-01-20 10:22:50,purchase,233.9,0
11811,2024-01-20 10:23:27,signup,313.09,1
11812,2024-01-20 10:24:04,click,392.28,0
11813,2024-01-20 10:24:41,view,471.47,1
11814,2024-01-20 10:25:18,purchase,550.66,0
11815,2024-01-20 10:25:55,signup,629.85,1
11816,2024-01-20 10:26:32,click,709.04,0
11817,2024-01-20 10:27:09,view,788.23,1
11818,2024-01-20 10:27:46,purchase,867.42,0
11819,2024-01-20 10:28:23,signup,946.61,1
11820,2024-01-20 10:29:00,click,25.8,0
11821,2024-01-20 10:29:37,view,104.99,1
11822,2024-01-20 10:30:14,purchase,184.18,0
11823,2024-01-20 10:30:51,signup,263.37,1
11824,2024-01-20 10:31:28,click,342.56,0
11825,2024-01-20 10:32:05,view,421.75,1
11826,2024-01-20 10:32:42,purchase,500.94,0
11827,2024-01-20 10:33:19,signup,580.13,1
11828,2024-01-20 10:33:56,click,659.32,0
11829,2024-01-20 10:34:33,view,738.51,1
11830,2024-01-20 10:35:10,purchase,817.7,0
11831,2024-01-20 10:35:47,signup,896.89,1
11832,2024-01-20 10:36:24,click,976.08,0
11833,2024-01-20 10:37:01,view,55.27,1
11834,2024-01-20 10:37:38,purchase,134.46,0
11835,2024-01-20 10:38:15,signup,213.65,1
11836,2024-01-20 10:38:52,click,292.84,0
11837,2024-01-20 10:39:29,view,372.03,1
11838,2024-01-20 10:40:06,purchase,451.22,0
11839,2024-01-20 10:40:43,signup,530.41,1
11840,2024-01-20 10:41:20,click,609.6,0
11841,2024-01-20 10:41:57,view,688.79,1
11842,2024-01-20 10:42:34,purchase,767.98,0
11843,2024-01-20 10:43:11,signup,847.17,1
11844,2024-01-20 10:43:48,click,926.36,0
11845,2024-01-20 10:44:25,view,5.55,1
11846,2024-01-20 10:45:02,purchase,84.74,0
11847,2024-01-20 10:45:39,signup,163.93,1
11848,2024-01-20 10:46:16,click,243.12,0
11849,2024-01-20 10:46:53,view,322.31,1
11850,2024-01-20 10:47:30,purchase,401.5,0
11851,2024-01-20 10:48:07,signup,480.69,1
11852,2024-01-20 10:48:44,click,559.88,0
11853,2024-01-20 10:49:21,view,639.07,1
11854,2024-01-20 10:49:58,purchase,718.26,0
11855,2024-01-20 10:50:35,signup,797.45,1
11856,2024-01-20 10:51:12,click,876.64,0
11857,2024-01-20 10:51:49,view,955.83,1
11858,2024-01-20 10:52:26,purchase,35.02,0
11859,2024-01-20 10:53:03,signup,114.21,1
11860,2024-01-20 10:53:40,click,193.4,0
11861,2024-01-20 10:54:17,view,272.59,1
11862,2024-01-20 10:54:54,purchase,351.78,0
11863,2024-01-20 10:55:31,signup,430.97,1
11864,2024-01-20 10:56:08,click,510.16,0
11865,2024-01-20 10:56:45,view,589.35,1
11866,2024-01-20 10:57:22,purchase,668.54,0
11867,2024-01-20 10:57:59,signup,747.73,1
11868,2024-01-20 10:58:36,click,826.92,0
11869,2024-01-20 10:59:13,view,906.11,1
11870,2024-01-20 10:59:50,purchase,985.3,0
11871,2024-01-20 11:00:27,signup,64.49,1
11872,2024-01-20 11:01:04,click,143.68,0
11873,2024-01-20 11:01:41,view,222.87,1
11874,2024-01-20 11:02:18,purchase,302.06,0
11875,2024-01-20 11:02:55,signup,381.25,1
11876,2024-01-20 11:03:32,click,460.44,0
11877,2024-01-20 11:04:09,view,539.63,1
11878,2024-01-20 11:04:46,purchase,618.82,0
11879,2024-01-20 11:05:23,signup,698.01,1
11880,2024-01-20 11:06:00,click,777.2,0
11881,2024-01-20 11:06:37,view,856.39,1
11882,2024-01-20 11:07:14,purchase,935.58,0
11883,2024-01-20 11:07:51,signup,14.77,1
11884,2024-01-20 11:08:28,click,93.96,0
11885,2024-01-20 11:09:05,view,173.15,1
11886,2024-01-20 11:09:42,purchase,252.34,0
11887,2024-01-20 11:10:19,signup,331.53,1
11888,2024-01-20 11:10:56,click,410.72,0
11889,2024-01-20 11:11:33,view,489.91,1
11890,2024-01-20 11:12:10,purchase,569.1,0
11891,2024-01-20 11:12:47,signup,648.29,1
11892,2024-01-20 11:13:24,click,727.48,0
11893,2024-01-20 11:14:01,view,806.67,1
11894,2024-01-20 11:14:38,purchase,885.86,0
